# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RAD23	YEL037C	YEL037C	protein_coding	0	4	1	108	0	0	0	0	59	0	0	0	1	0	0	0	0	0	0	0	0	4	49
RAD24	YER173W	YER173W	protein_coding	0	4	5	85	0	0	0	0	48	0	0	0	5	0	0	0	0	0	0	0	0	4	37
RAD26	YJR035W	YJR035W	protein_coding	0	17	13	91	0	0	0	0	56	0	0	0	13	0	0	0	0	0	0	0	0	17	35
RAD27	YKL113C	YKL113C	protein_coding	0	9	4	112	0	0	0	0	65	0	0	0	4	0	0	0	0	0	0	0	0	9	47
RAD28	YDR030C	YDR030C	protein_coding	0	2	2	50	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	2	24
RAD3	YER171W	YER171W	protein_coding	0	7	2	85	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	7	47
RAD30	YDR419W	YDR419W	protein_coding	0	0	4	46	0	0	0	0	34	0	0	0	4	0	0	0	0	0	0	0	0	0	12
RAD33	YML011C	YML011C	protein_coding	0	0	1	95	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	0	0	43
RAD34	YDR314C	YDR314C	protein_coding	1	2	6	23	0	0	0	0	14	1	0	0	6	0	0	0	0	0	0	0	0	2	9
RAD4	YER162C	YER162C	protein_coding	0	6	8	69	0	0	0	0	10	0	0	0	8	0	0	0	0	0	0	0	0	6	59
RAD5	YLR032W	YLR032W	protein_coding	0	4	15	43	0	0	0	0	22	0	0	0	15	0	0	0	0	0	0	0	0	4	21
RAD50	YNL250W	YNL250W	protein_coding	0	2	3	45	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	2	27
RAD51	YER095W	YER095W	protein_coding	0	4	2	61	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	4	35
RAD52	YML032C	YML032C	protein_coding	0	4	6	51	0	0	0	0	15	0	0	0	6	0	0	0	0	0	0	0	0	4	36
RAD53	YPL153C	YPL153C	protein_coding	0	4	9	56	0	0	0	0	23	0	0	0	9	0	0	0	0	0	0	0	0	4	33
RAD54	YGL163C	YGL163C	protein_coding	1	15	14	84	0	0	0	0	41	1	0	0	14	0	0	0	0	0	0	0	0	15	43
RAD55	YDR076W	YDR076W	protein_coding	0	6	1	94	0	0	0	0	69	0	0	0	1	0	0	0	0	0	0	0	0	6	25
RAD57	YDR004W	YDR004W	protein_coding	0	4	5	47	0	0	0	0	20	0	0	0	5	0	0	0	0	0	0	0	0	4	27
RAD59	YDL059C	YDL059C	protein_coding	0	2	8	31	0	0	0	0	18	0	0	0	8	0	0	0	0	0	0	0	0	2	13
RAD6	YGL058W	YGL058W	protein_coding	0	0	2	73	0	0	0	0	45	0	0	0	2	0	0	0	0	0	0	0	0	0	28
RAD61	YDR014W	YDR014W	protein_coding	1	1	9	46	0	0	0	0	21	0	0	0	9	0	0	0	0	0	1	0	0	1	25
RAD7	YJR052W	YJR052W	protein_coding	0	3	2	62	0	0	0	0	45	0	0	0	2	0	0	0	0	0	0	0	0	3	17
RAD9	YDR217C	YDR217C	protein_coding	1	2	7	36	0	0	0	0	17	1	0	0	7	0	0	0	0	0	0	0	0	2	19
RAI1	YGL246C	YGL246C	protein_coding	0	1	2	52	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	1	25
RAM1	YDL090C	YDL090C	protein_coding	1	8	9	97	0	0	0	0	45	0	0	0	9	0	0	0	0	0	1	0	0	8	52
RAM2	YKL019W	YKL019W	protein_coding	0	6	4	89	0	0	0	0	48	0	0	0	4	0	0	0	0	0	0	0	0	6	41
RAP1	YNL216W	YNL216W	protein_coding	1	5	7	44	0	0	0	0	23	0	0	0	7	0	0	0	0	0	1	0	0	5	21
RAS1	YOR101W	YOR101W	protein_coding	0	17	10	139	0	0	0	0	77	0	0	0	10	0	0	0	0	0	0	0	0	17	62
RAS2	YNL098C	YNL098C	protein_coding	0	3	2	45	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	3	25
RAT1	YOR048C	YOR048C	protein_coding	0	25	11	135	0	0	0	0	67	0	0	0	11	0	0	0	0	0	0	0	0	25	68
RAV1	YJR033C	YJR033C	protein_coding	0	11	19	84	0	0	0	0	40	0	0	0	19	0	0	0	0	0	0	0	0	11	44
RAV2	YDR202C	YDR202C	protein_coding	0	2	1	44	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	2	29
RAX1	YOR301W	YOR301W	protein_coding	0	1	3	54	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	1	23
RAX2	YLR084C	YLR084C	protein_coding	0	11	14	73	0	0	0	0	39	0	0	0	14	0	0	0	0	0	0	0	0	11	34
RBA50	YDR527W	YDR527W	protein_coding	0	8	8	113	0	0	0	0	69	0	0	0	8	0	0	0	0	0	0	0	0	8	44
RBD2	YPL246C	YPL246C	protein_coding	0	1	5	51	0	0	0	0	38	0	0	0	5	0	0	0	0	0	0	0	0	1	13
RBG1	YAL036C	YAL036C	protein_coding	0	3	2	56	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	0	3	24
RBG2	YGR173W	YGR173W	protein_coding	0	3	3	59	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	3	23
RBK1	YCR036W	YCR036W	protein_coding	0	1	4	44	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	1	29
RBL2	YOR265W	YOR265W	protein_coding	0	1	1	93	0	0	0	0	56	0	0	0	1	0	0	0	0	0	0	0	0	1	37
RBS1	YDL189W	YDL189W	protein_coding	0	8	8	86	0	0	0	0	32	0	0	0	8	0	0	0	0	0	0	0	0	8	54
RCE1	YMR274C	YMR274C	protein_coding	0	0	3	46	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	0	20
RCF1	YML030W	YML030W	protein_coding	0	1	0	74	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	1	36
RCF2	YNR018W	YNR018W	protein_coding	0	1	2	63	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	1	36
RCK1	YGL158W	YGL158W	protein_coding	0	12	11	83	0	0	0	0	44	0	0	0	11	0	0	0	0	0	0	0	0	12	39
RCK2	YLR248W	YLR248W	protein_coding	0	9	6	77	0	0	0	0	24	0	0	0	6	0	0	0	0	0	0	0	0	9	53
RCL1	YOL010W	YOL010W	protein_coding	0	3	2	64	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	3	36
RCM1	YNL022C	YNL022C	protein_coding	0	9	2	108	0	0	0	0	60	0	0	0	2	0	0	0	0	0	0	0	0	9	48
RCN1	YKL159C	YKL159C	protein_coding	0	2	1	69	0	0	0	0	49	0	0	0	1	0	0	0	0	0	0	0	0	2	20
RCN2	YOR220W	YOR220W	protein_coding	0	0	0	66	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	25
RCO1	YMR075W	YMR075W	protein_coding	0	3	1	46	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	3	28
RCR1	YBR005W	YBR005W	protein_coding	0	1	5	95	0	0	0	0	53	0	0	0	5	0	0	0	0	0	0	0	0	1	42
RCR2	YDR003W	YDR003W	protein_coding	1	2	1	59	0	0	0	0	23	1	0	0	1	0	0	0	0	0	0	0	0	2	36
RCY1	YJL204C	YJL204C	protein_coding	0	8	8	92	0	0	0	0	43	0	0	0	8	0	0	0	0	0	0	0	0	8	49
RDH54	YBR073W	YBR073W	protein_coding	1	15	12	114	0	0	0	0	68	1	0	0	12	0	0	0	0	0	0	0	0	15	46
RDI1	YDL135C	YDL135C	protein_coding	0	4	1	100	0	0	0	0	61	0	0	0	1	0	0	0	0	0	0	0	0	4	39
RDL1	YOR285W	YOR285W	protein_coding	0	2	1	90	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	2	49
RDL2	YOR286W	YOR286W	protein_coding	0	1	1	93	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	1	54
RDN18-1	RDN18-1	RDN18-1	rRNA	0	0	0	51	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50
RDN18-2	RDN18-2	RDN18-2	rRNA	0	0	0	30	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RDN25-1	RDN25-1	RDN25-1	rRNA	0	0	0	38	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	20
RDN25-2	RDN25-2	RDN25-2	rRNA	0	0	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RDN37-1	RDN37-1	RDN37-1	rRNA	0	0	0	68	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	50
RDN37-2	RDN37-2	RDN37-2	rRNA	0	0	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RDN5-1	RDN5-1	RDN5-1	rRNA	0	0	0	50	0	0	0	0	47	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RDN5-5	RDN5-5	RDN5-5	rRNA	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RDN5-6	RDN5-6	RDN5-6	rRNA	0	0	0	51	0	0	0	0	50	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RDN58-1	RDN58-1	RDN58-1	rRNA	0	0	0	52	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	50
RDN58-2	RDN58-2	RDN58-2	rRNA	0	0	0	50	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RDR1	YOR380W	YOR380W	protein_coding	1	1	6	28	0	0	0	0	14	1	0	0	6	0	0	0	0	0	0	0	0	1	14
RDS1	YCR106W	YCR106W	protein_coding	3	16	43	250	0	0	0	0	112	2	0	0	43	0	0	0	0	0	1	0	0	16	138
RDS2	YPL133C	YPL133C	protein_coding	0	3	5	54	0	0	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0	3	23
RDS3	YPR094W	YPR094W	protein_coding	0	1	1	62	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	1	32
REB1	YBR049C	YBR049C	protein_coding	0	10	8	100	0	0	0	0	54	0	0	0	8	0	0	0	0	0	0	0	0	10	46
REC102	YLR329W	YLR329W	protein_coding	0	6	4	100	0	0	0	0	54	0	0	0	4	0	0	0	0	0	0	0	0	6	46
REC104	YHR157W	YHR157W	protein_coding	0	2	4	46	0	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	2	26
REC107	YJR021C	YJR021C	protein_coding	0	4	13	65	0	0	0	0	43	0	0	0	13	0	0	0	0	0	0	0	0	4	22
REC114	YMR133W	YMR133W	protein_coding	0	0	1	45	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	21
REC8	YPR007C	YPR007C	protein_coding	0	0	5	45	0	0	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	0	21
RED1	YLR263W	YLR263W	protein_coding	0	15	15	101	0	0	0	0	51	0	0	0	15	0	0	0	0	0	0	0	0	15	50
REE1	YJL217W	YJL217W	protein_coding	0	0	1	83	0	0	0	0	66	0	0	0	1	0	0	0	0	0	0	0	0	0	17
REF2	YDR195W	YDR195W	protein_coding	0	4	2	44	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	4	31
REG1	YDR028C	YDR028C	protein_coding	0	5	8	44	0	0	0	0	18	0	0	0	8	0	0	0	0	0	0	0	0	5	26
REG2	YBR050C	YBR050C	protein_coding	0	6	4	91	0	0	0	0	51	0	0	0	4	0	0	0	0	0	0	0	0	6	40
REH1	YLR387C	YLR387C	protein_coding	1	3	5	81	0	0	0	0	41	0	0	0	5	0	0	0	0	0	1	0	0	3	40
REI1	YBR267W	YBR267W	protein_coding	0	1	5	72	0	0	0	0	36	0	0	0	5	0	0	0	0	0	0	0	0	1	36
RER1	YCL001W	YCL001W	protein_coding	0	1	1	34	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	1	24
RER2	YBR002C	YBR002C	protein_coding	0	4	6	97	0	0	0	0	50	0	0	0	6	0	0	0	0	0	0	0	0	4	47
RET1	YOR207C	YOR207C	protein_coding	0	6	9	63	0	0	0	0	30	0	0	0	9	0	0	0	0	0	0	0	0	6	33
RET2	YFR051C	YFR051C	protein_coding	0	1	9	61	0	0	0	0	30	0	0	0	9	0	0	0	0	0	0	0	0	1	31
RET3	YPL010W	YPL010W	protein_coding	1	0	1	60	0	0	0	0	20	0	0	0	1	0	0	0	1	0	0	1	0	0	40
REV1	YOR346W	YOR346W	protein_coding	0	2	6	53	0	0	0	0	30	0	0	0	6	0	0	0	0	0	0	0	0	2	23
REV3	YPL167C	YPL167C	protein_coding	0	20	19	66	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	20	41
REV7	YIL139C	YIL139C	protein_coding	0	3	2	100	0	0	0	0	45	0	0	0	2	0	0	0	0	0	0	0	0	3	55
REX2	YLR059C	YLR059C	protein_coding	0	4	9	100	0	0	0	0	49	0	0	0	9	0	0	0	0	0	0	0	0	4	51
REX3	YLR107W	YLR107W	protein_coding	0	4	3	58	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	4	26
REX4	YOL080C	YOL080C	protein_coding	0	5	6	105	0	0	0	0	61	0	0	0	6	0	0	0	0	0	0	0	0	5	44
RFA1	YAR007C	YAR007C	protein_coding	1	13	6	75	0	0	0	0	55	0	0	0	6	0	0	0	0	0	1	0	0	13	20
RFA2	YNL312W	YNL312W	protein_coding	1	1	9	97	0	0	0	0	36	0	0	5	9	0	0	0	1	0	1	0	0	0	57
RFA3	YJL173C	YJL173C	protein_coding	1	4	5	109	0	0	0	0	62	0	0	0	5	0	0	0	0	0	1	0	0	4	47
RFC1	YOR217W	YOR217W	protein_coding	0	0	13	50	0	0	0	0	24	0	0	0	13	0	0	0	0	0	0	0	0	0	26
RFC2	YJR068W	YJR068W	protein_coding	0	2	5	83	0	0	0	0	57	0	0	0	5	0	0	0	0	0	0	0	0	2	26
RFC3	YNL290W	YNL290W	protein_coding	0	6	5	57	0	0	0	0	45	0	0	0	5	0	0	0	0	0	0	0	0	6	12
RFC4	YOL094C	YOL094C	protein_coding	1	5	5	114	0	0	0	0	47	0	0	0	5	0	0	0	0	0	1	0	0	5	67
RFC5	YBR087W	YBR087W	protein_coding	0	12	4	91	0	0	0	0	45	0	0	0	4	0	0	0	0	0	0	0	0	12	46
RFM1	YOR279C	YOR279C	protein_coding	0	3	4	92	0	0	0	0	43	0	0	0	4	0	0	0	0	0	0	0	0	3	49
RFS1	YBR052C	YBR052C	protein_coding	0	3	0	93	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	3	54
RFT1	YBL020W	YBL020W	protein_coding	0	13	3	95	0	0	0	0	57	0	0	0	3	0	0	0	0	0	0	0	0	13	38
RFU1	YLR073C	YLR073C	protein_coding	0	5	1	101	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	0	5	49
RFX1	YLR176C	YLR176C	protein_coding	1	27	15	119	0	0	0	0	56	1	0	0	15	0	0	0	0	0	0	0	0	27	63
RGA1	YOR127W	YOR127W	protein_coding	0	12	13	92	0	0	0	0	49	0	0	0	13	0	0	0	0	0	0	0	0	12	43
RGA2	YDR379W	YDR379W	protein_coding	0	3	7	38	0	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	3	18
RGC1	YPR115W	YPR115W	protein_coding	0	7	11	46	0	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	7	35
RGD1	YBR260C	YBR260C	protein_coding	0	5	4	61	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	5	38
RGD2	YFL047W	YFL047W	protein_coding	0	18	10	125	0	0	0	0	50	0	0	0	10	0	0	0	0	0	0	0	0	18	75
RGI1	YER067W	YER067W	protein_coding	0	0	0	50	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	30
RGI2	YIL057C	YIL057C	protein_coding	0	0	5	124	0	0	0	0	72	0	0	0	5	0	0	0	0	0	0	0	0	0	52
RGL1	YPL066W	YPL066W	protein_coding	0	7	6	83	0	0	0	0	48	0	0	0	6	0	0	0	0	0	0	0	0	7	35
RGM1	YMR182C	YMR182C	protein_coding	0	5	4	45	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	5	30
RGP1	YDR137W	YDR137W	protein_coding	1	7	11	56	0	0	0	0	25	0	0	0	11	0	0	0	1	0	0	1	0	7	31
RGR1	YLR071C	YLR071C	protein_coding	0	18	13	100	0	0	0	0	42	0	0	0	13	0	0	0	0	0	0	0	0	18	58
RGS2	YOR107W	YOR107W	protein_coding	2	11	4	121	0	0	0	0	53	1	0	0	4	0	0	0	0	0	1	0	0	11	68
RGT1	YKL038W	YKL038W	protein_coding	0	8	11	52	0	0	0	0	35	0	0	0	11	0	0	0	0	0	0	0	0	8	17
RGT2	YDL138W	YDL138W	protein_coding	0	10	12	107	0	0	0	0	60	0	0	0	12	0	0	0	0	0	0	0	0	10	47
RHB1	YCR027C	YCR027C	protein_coding	0	3	1	31	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	3	6
RHO1	YPR165W	YPR165W	protein_coding	0	3	2	43	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	3	22
RHO2	YNL090W	YNL090W	protein_coding	0	0	0	51	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	30
RHO3	YIL118W	YIL118W	protein_coding	0	0	3	93	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	0	68
RHO4	YKR055W	YKR055W	protein_coding	0	1	4	90	0	0	0	0	53	0	0	0	4	0	0	0	0	0	0	0	0	1	37
RHO5	YNL180C	YNL180C	protein_coding	0	4	4	71	0	0	0	0	45	0	0	0	4	0	0	0	0	0	0	0	0	4	26
RIA1	YNL163C	YNL163C	protein_coding	0	12	5	84	0	0	0	0	34	0	0	0	5	0	0	0	0	0	0	0	0	12	50
RIB1	YBL033C	YBL033C	protein_coding	0	8	8	86	0	0	0	0	33	0	0	0	8	0	0	0	0	0	0	0	0	8	53
RIB2	YOL066C	YOL066C	protein_coding	0	5	11	90	0	0	0	0	20	0	0	0	11	0	0	0	0	0	0	0	0	5	70
RIB3	YDR487C	YDR487C	protein_coding	0	2	5	51	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	0	2	26
RIB4	YOL143C	YOL143C	protein_coding	0	8	6	103	0	0	0	0	45	0	0	0	6	0	0	0	0	0	0	0	0	8	58
RIB5	YBR256C	YBR256C	protein_coding	0	0	4	48	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	0	22
RIB7	YBR153W	YBR153W	protein_coding	0	5	5	105	0	0	0	0	43	0	0	0	5	0	0	0	0	0	0	0	0	5	62
RIC1	YLR039C	YLR039C	protein_coding	1	3	5	49	0	0	0	0	21	0	0	0	5	0	0	0	0	0	1	0	0	3	28
RIF1	YBR275C	YBR275C	protein_coding	1	37	30	66	0	0	0	0	41	1	0	0	30	0	0	0	0	0	0	0	0	37	25
RIF2	YLR453C	YLR453C	protein_coding	0	4	6	76	0	0	0	0	43	0	0	0	6	0	0	0	0	0	0	0	0	4	33
RIM1	YCR028C-A	YCR028C-A	protein_coding	0	0	0	32	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	26
RIM101	YHL027W	YHL027W	protein_coding	0	8	16	85	0	0	0	0	45	0	0	0	16	0	0	0	0	0	0	0	0	8	40
RIM11	YMR139W	YMR139W	protein_coding	0	0	3	54	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	0	33
RIM13	YMR154C	YMR154C	protein_coding	0	12	10	99	0	0	0	0	52	0	0	0	10	0	0	0	0	0	0	0	0	12	47
RIM15	YFL033C	YFL033C	protein_coding	0	36	16	87	0	0	0	0	23	0	0	0	16	0	0	0	0	0	0	0	0	36	64
RIM2	YBR192W	YBR192W	protein_coding	0	9	0	114	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	9	63
RIM20	YOR275C	YOR275C	protein_coding	0	8	10	85	0	0	0	0	45	0	0	0	10	0	0	0	0	0	0	0	0	8	40
RIM21	YNL294C	YNL294C	protein_coding	0	1	6	34	0	0	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	1	12
RIM4	YHL024W	YHL024W	protein_coding	1	16	13	92	0	0	0	0	44	0	0	0	13	0	0	0	0	0	1	0	0	16	48
RIM8	YGL045W	YGL045W	protein_coding	2	10	9	88	0	0	0	0	31	2	0	0	9	0	0	0	0	0	0	0	0	10	57
RIM9	YMR063W	YMR063W	protein_coding	0	3	6	97	0	0	0	0	50	0	0	0	6	0	0	0	0	0	0	0	0	3	47
RIO1	YOR119C	YOR119C	protein_coding	0	1	0	56	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1	26
RIO2	YNL207W	YNL207W	protein_coding	0	4	4	66	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	4	43
RIP1	YEL024W	YEL024W	protein_coding	0	2	2	38	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	2	22
RIT1	YMR283C	YMR283C	protein_coding	0	5	6	49	0	0	0	0	29	0	0	0	6	0	0	0	0	0	0	0	0	5	20
RIX1	YHR197W	YHR197W	protein_coding	0	3	4	37	0	0	0	0	18	0	0	0	4	0	0	0	0	0	0	0	0	3	19
RIX7	YLL034C	YLL034C	protein_coding	0	2	8	93	0	0	0	0	51	0	0	0	8	0	0	0	0	0	0	0	0	2	42
RKI1	YOR095C	YOR095C	protein_coding	2	6	1	90	0	0	0	0	48	0	0	0	1	0	0	0	0	1	1	0	0	6	42
RKM1	YPL208W	YPL208W	protein_coding	0	2	5	41	0	0	0	0	23	0	0	0	5	0	0	0	0	0	0	0	0	2	18
RKM2	YDR198C	YDR198C	protein_coding	0	1	1	35	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	1	16
RKM3	YBR030W	YBR030W	protein_coding	0	6	9	56	0	0	0	0	31	0	0	0	9	0	0	0	0	0	0	0	0	6	25
RKM4	YDR257C	YDR257C	protein_coding	0	0	3	49	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	0	32
RKM5	YLR137W	YLR137W	protein_coding	0	3	9	43	0	0	0	0	23	0	0	0	9	0	0	0	0	0	0	0	0	3	20
RKR1	YMR247C	YMR247C	protein_coding	0	6	8	62	0	0	0	0	33	0	0	0	8	0	0	0	0	0	0	0	0	6	29
RLF2	YPR018W	YPR018W	protein_coding	0	0	7	52	0	0	0	0	26	0	0	0	7	0	0	0	0	0	0	0	0	0	26
RLI1	YDR091C	YDR091C	protein_coding	0	1	4	53	0	0	0	0	30	0	0	0	4	0	0	0	0	0	0	0	0	1	23
RLM1	YPL089C	YPL089C	protein_coding	0	10	24	89	0	0	1	0	46	0	0	0	23	0	0	0	0	0	0	0	0	10	43
RLP24	YLR009W	YLR009W	protein_coding	0	1	3	35	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	1	12
RLP7	YNL002C	YNL002C	protein_coding	0	1	0	54	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	1	17
RMA1	YKL132C	YKL132C	protein_coding	0	6	10	60	0	0	0	0	25	0	0	0	10	0	0	0	0	0	0	0	0	6	35
RMD1	YDL001W	YDL001W	protein_coding	0	4	5	76	0	0	0	0	36	0	0	0	5	0	0	0	0	0	0	0	0	4	40
RMD5	YDR255C	YDR255C	protein_coding	0	2	3	42	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	2	10
RMD6	YEL072W	YEL072W	protein_coding	1	6	4	133	0	0	0	0	61	0	0	0	4	0	0	0	0	0	1	0	0	6	72
RMD8	YFR048W	YFR048W	protein_coding	0	3	9	64	0	0	0	0	27	0	0	0	9	0	0	0	0	0	0	0	0	3	37
RMD9	YGL107C	YGL107C	protein_coding	1	3	5	76	0	0	0	0	42	1	0	0	5	0	0	0	0	0	0	0	0	3	34
RME1	YGR044C	YGR044C	protein_coding	0	1	4	45	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	1	20
RMI1	YPL024W	YPL024W	protein_coding	0	2	1	121	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	0	2	67
RML2	YEL050C	YEL050C	protein_coding	0	4	3	60	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	0	4	22
RMP1	YLR145W	YLR145W	protein_coding	0	1	6	45	0	0	0	0	18	0	0	0	6	0	0	0	0	0	0	0	0	1	27
RMR1	YGL250W	YGL250W	protein_coding	1	1	4	43	0	0	0	0	26	0	0	0	4	0	0	0	0	0	1	0	0	1	17
RMT2	YDR465C	YDR465C	protein_coding	0	0	1	51	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	0	0	24
RNA1	YMR235C	YMR235C	protein_coding	0	0	2	40	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	29
RNA14	YMR061W	YMR061W	protein_coding	0	6	1	117	0	0	0	0	70	0	0	0	1	0	0	0	0	0	0	0	0	6	47
RNA15	YGL044C	YGL044C	protein_coding	0	2	5	78	0	0	0	0	58	0	0	0	5	0	0	0	0	0	0	0	0	2	20
RNA170	RNA170	RNA170	lincRNA	0	0	0	57	0	0	0	0	35	0	0	0	0	3	0	0	0	0	0	0	0	0	19
RNH1	YMR234W	YMR234W	protein_coding	0	2	1	27	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	2	10
RNH201	YNL072W	YNL072W	protein_coding	0	1	4	46	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	1	24
RNH202	YDR279W	YDR279W	protein_coding	0	0	1	61	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	0	28
RNH203	YLR154C	YLR154C	protein_coding	0	1	1	49	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	1	13
RNH70	YGR276C	YGR276C	protein_coding	1	0	1	55	0	0	0	0	18	0	0	0	1	0	0	0	0	0	1	0	0	0	37
RNP1	YLL046C	YLL046C	protein_coding	0	0	0	46	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	23
RNQ1	YCL028W	YCL028W	protein_coding	0	7	7	65	0	0	0	0	38	0	0	0	7	0	0	0	0	0	0	0	0	7	27
RNR1	YER070W	YER070W	protein_coding	0	1	7	51	0	0	0	0	27	0	0	0	7	0	0	0	0	0	0	0	0	1	24
RNR2	YJL026W	YJL026W	protein_coding	0	4	2	70	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	4	41
RNR3	YIL066C	YIL066C	protein_coding	0	4	13	60	0	0	0	0	15	0	0	0	13	0	0	0	0	0	0	0	0	4	45
RNR4	YGR180C	YGR180C	protein_coding	0	1	4	113	0	0	0	0	42	0	0	0	4	0	0	0	0	0	0	0	0	1	71
RNT1	YMR239C	YMR239C	protein_coding	0	2	4	68	0	0	0	0	28	0	0	0	4	0	0	0	0	0	0	0	0	2	40
